index,job,marital,education,default,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,balance_bins,age_bins,y
10927,0,0,1,0,1,0,0,1,1,1,270,1,0,4,1,0
10928,5,1,3,0,0,0,1,20,3,3,0,0,3,6,3,1
10929,4,1,2,0,1,0,0,15,3,0,147,1,0,5,2,0
10930,9,2,2,0,0,0,2,14,4,2,0,0,3,1,1,0
10931,7,1,1,0,1,0,0,16,6,0,0,0,3,1,1,0
10932,1,1,0,0,1,0,1,23,6,0,0,0,3,0,2,0
10933,0,2,1,0,0,1,0,7,6,0,0,0,3,2,0,0
10934,1,1,1,0,1,0,0,4,1,1,0,0,3,0,1,0
10935,0,0,1,0,1,0,2,1,5,1,0,0,3,6,1,0
10936,9,1,1,0,1,0,2,29,4,2,0,0,3,1,2,0
10937,4,2,2,0,0,0,0,7,3,5,0,0,3,3,1,0
10938,0,1,1,0,0,1,1,0,5,0,116,1,0,6,2,0
10939,10,2,1,0,1,0,0,20,6,0,0,0,3,0,0,0
10940,1,1,0,0,1,0,0,11,4,2,344,5,0,2,1,0
10941,1,1,0,0,1,1,0,11,4,1,303,1,0,0,1,0
10942,9,2,2,0,0,0,0,21,3,0,179,1,2,7,1,1
10943,4,2,2,0,0,0,0,7,7,1,0,0,3,1,1,1
10944,7,1,1,0,1,0,2,20,4,0,0,0,3,4,0,0
10945,7,1,1,0,0,0,0,30,6,5,0,0,3,0,1,0
10946,9,0,1,0,1,1,0,23,6,0,0,0,3,0,2,0
10947,7,1,1,0,1,1,1,22,6,0,0,0,3,0,2,0
10948,5,1,1,0,1,0,0,27,0,0,0,0,3,5,2,0
10949,0,2,1,0,0,0,0,19,6,4,92,1,1,5,0,0
10950,4,2,2,0,0,0,0,4,7,1,66,26,1,7,0,1
10951,5,0,1,0,0,0,0,29,3,2,0,0,3,5,3,1
10952,6,2,2,0,1,0,0,20,10,4,0,0,3,7,1,0
10953,9,0,1,0,0,0,0,7,7,1,0,0,3,2,2,0
10954,9,1,2,0,0,0,0,4,7,0,0,0,3,6,2,1
10955,5,1,1,0,0,0,0,2,2,1,107,3,2,5,3,1
10956,8,2,3,0,0,0,0,5,7,0,0,0,3,1,1,0
10957,4,2,2,0,0,0,0,15,7,1,156,3,1,6,0,0
10958,9,2,1,0,1,0,0,7,4,2,0,0,3,7,1,0
10959,6,1,1,0,0,1,0,8,6,1,0,0,3,0,2,0
10960,9,1,1,0,0,0,0,1,1,0,0,0,3,5,3,1
10961,4,1,2,0,0,0,0,5,7,1,0,0,3,2,1,0
10962,4,2,2,0,0,0,0,7,9,1,176,2,0,7,1,0
10963,4,1,1,0,0,0,0,5,7,0,90,3,0,4,1,1
10964,8,2,1,0,0,0,0,21,8,0,0,0,3,0,1,0
10965,1,1,0,0,1,1,0,12,4,1,332,1,1,1,1,0
10966,3,0,0,0,1,0,0,4,1,0,193,1,0,6,2,0
10967,3,1,1,0,0,0,0,20,7,1,0,0,3,0,1,0
10968,6,2,2,0,1,0,0,4,4,1,0,0,3,2,1,1
10969,9,1,1,0,1,0,0,20,6,1,0,0,3,6,2,1
10970,10,1,1,0,0,0,0,11,10,2,0,0,3,6,3,0
10971,8,2,2,0,1,0,0,14,4,4,358,1,0,2,0,0
10972,9,1,1,0,1,1,1,27,6,1,0,0,3,2,1,0
10973,1,1,0,0,0,1,1,28,6,15,0,0,3,1,3,0
10974,4,1,2,0,1,0,0,29,0,0,2,3,1,0,1,0
10975,2,1,1,0,0,0,0,8,1,1,0,0,3,5,1,0
10976,11,1,3,0,0,0,0,24,7,5,0,0,3,4,2,0
10977,2,1,1,0,1,0,2,20,4,3,0,0,3,7,1,0
10978,6,1,2,0,0,0,0,17,6,2,0,0,3,1,0,0
10979,1,1,0,0,0,1,0,12,4,0,346,3,0,0,2,0
10980,7,1,1,0,0,0,0,27,7,12,0,0,3,1,1,0
10981,4,0,1,0,1,0,0,29,3,0,0,0,3,3,1,1
10982,7,1,0,0,1,1,2,26,4,1,0,0,3,0,2,0
10983,4,1,2,0,0,0,0,15,5,2,0,0,3,7,3,0
10984,9,1,1,0,0,1,0,7,7,3,0,0,3,5,2,0
10985,1,1,3,0,1,0,2,14,4,0,0,0,3,4,2,0
10986,11,2,0,0,0,0,2,3,5,0,0,0,3,7,0,0
10987,4,1,2,0,0,0,0,15,3,3,0,0,3,1,1,0
10988,9,1,2,0,0,0,0,18,7,1,0,0,3,1,1,0
10989,1,1,1,0,1,0,2,15,4,0,0,0,3,2,0,0
10990,4,1,2,0,1,0,0,6,7,2,0,0,3,4,1,0
10991,7,2,1,0,1,0,2,28,4,3,0,0,3,0,0,0
10992,9,1,1,0,0,0,0,3,4,0,73,1,2,3,2,1
10993,7,2,2,0,0,0,0,14,11,3,183,6,2,1,0,0
10994,4,1,2,0,1,0,2,4,5,2,0,0,3,5,1,0
10995,9,2,2,0,1,0,0,16,3,1,249,4,0,5,1,0
10996,1,0,1,0,1,1,0,23,6,0,0,0,3,3,2,0
10997,10,1,1,0,0,1,2,19,5,1,0,0,3,3,1,0
10998,9,2,2,0,1,1,0,1,1,0,0,0,3,0,0,0
10999,5,1,1,0,0,0,0,26,7,1,94,1,1,5,3,0
11000,0,1,1,0,1,0,2,13,4,1,0,0,3,4,1,0
11001,4,1,2,0,1,0,0,27,6,10,0,0,3,0,1,0
11002,1,1,1,0,1,0,2,19,5,3,0,0,3,5,1,0
11003,9,2,3,0,0,0,2,19,5,10,0,0,3,3,2,0
11004,7,1,1,0,1,1,0,30,6,3,0,0,3,2,1,0
11005,0,1,1,0,0,0,0,17,1,0,501,2,2,4,2,1
11006,7,2,0,0,1,0,0,12,4,0,0,0,3,0,1,0
11007,1,1,1,0,0,0,0,14,6,2,0,0,3,5,3,0
11008,1,1,0,0,1,0,2,15,5,1,0,0,3,3,1,0
11009,9,2,2,0,1,0,0,12,4,1,0,0,3,6,1,0
11010,4,2,2,0,0,0,0,21,7,1,0,0,3,3,0,0
11011,4,2,2,0,0,0,0,5,7,2,0,0,3,2,0,0
11012,5,0,0,0,0,0,0,5,7,2,292,1,0,0,4,0
11013,1,2,0,0,1,0,2,14,4,8,0,0,3,0,0,0
11014,7,0,1,0,0,1,0,16,6,16,0,0,3,0,2,0
11015,5,1,1,0,0,1,0,18,10,0,125,3,0,6,3,0
11016,9,1,2,0,1,0,0,1,1,1,214,4,0,6,1,0
11017,5,1,0,0,1,0,2,13,4,0,0,0,3,3,2,0
11018,3,0,2,0,0,1,0,28,6,2,0,0,3,1,2,0
11019,1,0,1,0,0,1,0,27,6,3,0,0,3,4,2,0
11020,4,1,2,0,0,0,0,16,10,0,0,0,3,5,2,0
11021,4,1,2,0,1,0,2,6,4,0,0,0,3,0,1,0
11022,7,2,1,0,1,0,0,5,4,0,331,3,1,2,0,0
11023,5,1,0,0,0,0,2,8,5,0,0,0,3,7,3,0
11024,0,2,1,0,0,0,0,28,0,1,0,0,3,1,0,0
11025,5,0,2,1,1,0,0,13,8,3,0,0,3,5,4,1
11026,1,1,1,0,1,0,0,13,4,1,0,0,3,3,0,1
11027,1,2,1,0,1,0,0,7,4,1,0,0,3,2,1,0
11028,7,0,1,0,1,0,0,2,1,3,184,11,1,1,1,0
11029,1,2,1,0,1,0,0,5,7,1,0,0,3,5,0,1
11030,5,1,3,0,0,0,1,3,7,1,0,0,3,5,3,0
11031,9,1,1,0,1,0,2,11,5,11,0,0,3,1,2,0
11032,4,1,1,0,0,1,0,3,6,0,0,0,3,7,1,0
11033,4,1,2,0,1,1,0,10,6,1,0,0,3,0,1,0
11034,1,1,0,0,1,1,2,12,4,0,0,0,3,5,3,1
11035,4,1,2,0,0,0,0,1,5,1,88,8,0,3,2,0
11036,0,1,2,0,0,0,0,16,3,1,0,0,3,1,1,0
11037,2,1,1,0,1,0,2,14,4,9,0,0,3,0,1,0
11038,6,1,2,0,1,0,0,18,10,0,0,0,3,7,2,0
11039,9,1,1,0,1,0,2,8,4,1,0,0,3,4,0,0
11040,0,2,1,0,1,1,0,0,5,1,0,0,3,0,2,1
11041,5,1,3,0,0,0,1,26,2,0,0,0,3,4,3,0
11042,7,1,1,0,1,0,2,20,4,2,0,0,3,5,1,0
11043,4,1,2,0,0,0,0,7,2,1,185,3,2,6,2,0
11044,4,1,2,0,1,1,2,3,5,1,0,0,3,3,1,0
11045,7,2,1,1,1,0,2,22,4,0,0,0,3,0,1,0
11046,4,1,0,0,0,1,2,8,5,2,0,0,3,2,2,0
11047,1,1,3,0,1,0,2,18,4,0,0,0,3,5,1,0
11048,7,1,1,0,1,1,2,4,4,1,0,0,3,1,1,0
11049,4,2,2,0,1,0,0,4,4,0,339,7,0,0,0,0
11050,1,1,1,0,1,0,2,29,4,0,0,0,3,0,1,0
11051,7,2,1,0,1,1,2,1,5,1,0,0,3,4,0,0
11052,4,2,2,0,0,0,0,3,4,1,32,3,0,7,1,0
11053,1,2,1,0,1,0,2,14,4,0,0,0,3,4,2,0
11054,9,2,1,0,1,0,2,3,5,0,0,0,3,6,0,0
11055,4,1,2,0,1,0,0,30,6,26,0,0,3,1,1,0
11056,9,2,1,0,1,0,1,16,10,3,108,6,0,3,0,0
11057,1,1,0,0,1,0,0,15,3,0,0,0,3,5,1,0
11058,2,2,2,0,0,1,0,23,6,2,0,0,3,0,1,0
11059,1,1,1,0,0,1,0,28,7,16,0,0,3,5,2,0
11060,5,1,0,0,1,1,0,12,7,0,0,0,3,5,3,0
11061,4,2,2,0,0,0,0,29,3,1,265,2,1,6,2,0
11062,4,1,0,0,0,0,0,19,10,0,0,0,3,6,1,0
11063,1,1,1,0,1,0,0,27,0,2,0,0,3,1,0,0
11064,0,1,1,0,1,0,2,20,4,1,0,0,3,7,1,0
11065,7,1,3,0,1,0,2,18,4,2,0,0,3,3,2,0
11066,10,2,2,0,0,0,0,4,7,0,94,2,2,5,1,1
11067,9,1,1,0,1,0,0,23,6,0,0,0,3,0,2,0
11068,1,1,0,0,1,0,2,16,5,1,0,0,3,4,3,0
11069,1,1,1,0,1,0,2,8,4,1,0,0,3,4,1,0
11070,7,2,1,0,1,0,2,14,4,2,0,0,3,4,1,0
11071,1,1,0,0,0,0,0,10,7,7,0,0,3,5,3,0
11072,9,1,3,0,1,0,0,12,4,1,367,1,0,2,2,0
11073,1,1,0,0,0,0,2,4,5,1,0,0,3,0,2,0
11074,0,1,1,0,0,0,0,2,5,3,0,0,3,2,1,1
11075,3,0,1,0,0,0,2,8,4,0,0,0,3,2,1,0
11076,5,1,1,0,0,1,0,29,6,4,0,0,3,2,3,0
11077,2,1,1,0,0,0,0,17,5,2,0,0,3,7,3,0
11078,6,1,1,0,0,1,1,24,6,1,0,0,3,0,2,0
11079,1,0,1,0,1,0,2,6,4,2,0,0,3,2,1,0
11080,4,1,1,0,1,0,2,15,4,0,0,0,3,1,2,0
11081,4,1,1,0,1,0,0,13,6,1,0,0,3,5,2,0
11082,5,1,1,0,0,0,0,3,8,0,0,0,3,7,3,1
11083,7,2,3,0,1,0,0,4,1,2,257,1,0,3,1,0
11084,3,1,0,0,0,0,1,1,10,3,98,4,1,5,3,0
11085,1,1,1,0,0,0,0,30,6,2,0,0,3,3,1,0
11086,1,1,1,0,0,0,0,4,4,3,0,0,3,6,0,0
11087,10,1,0,0,0,0,2,8,6,7,0,0,3,7,3,0
11088,4,1,2,0,0,0,0,8,8,0,89,8,2,5,1,1
11089,0,2,2,0,0,0,1,28,2,2,339,1,0,5,0,1
11090,9,1,1,0,1,0,0,19,7,1,0,0,3,2,1,0
11091,0,2,1,0,1,0,2,2,5,3,0,0,3,7,0,0
11092,2,1,3,0,0,0,2,19,5,7,0,0,3,0,2,0
11093,1,1,1,0,1,1,0,13,4,1,0,0,3,3,1,0
11094,4,1,1,0,1,0,2,28,4,1,0,0,3,7,1,0
11095,3,2,1,0,0,0,1,27,0,0,0,0,3,5,2,0
11096,5,2,1,0,0,0,0,29,3,0,0,0,3,4,0,0
11097,0,0,1,0,1,1,0,4,1,1,0,0,3,2,1,0
11098,7,2,2,0,1,0,0,10,7,1,87,4,0,2,1,1
11099,9,2,2,0,0,0,0,29,0,0,0,0,3,7,0,0
11100,4,1,2,0,0,0,0,29,3,2,81,3,2,6,2,1
11101,9,1,1,0,1,0,0,2,7,0,452,2,0,0,1,1
11102,3,1,0,0,1,0,0,22,6,1,0,0,3,1,2,0
11103,9,2,1,0,1,1,0,15,3,0,231,3,0,3,1,0
11104,9,1,1,0,1,0,0,16,6,5,0,0,3,0,1,0
11105,0,1,1,0,0,0,2,17,5,2,0,0,3,5,1,0
11106,5,1,0,0,1,0,0,5,4,1,0,0,3,5,3,0
11107,1,2,0,0,1,0,0,4,4,0,0,0,3,6,1,0
11108,4,1,2,0,0,0,0,23,6,0,0,0,3,5,2,0
11109,1,1,0,1,1,0,2,26,4,1,0,0,3,0,1,0
11110,1,1,0,0,1,0,0,13,4,3,0,0,3,3,1,0
11111,7,2,1,0,1,0,1,1,1,4,0,0,3,4,0,0
11112,9,1,1,0,0,0,0,18,10,1,0,0,3,5,1,0
11113,0,1,1,0,1,0,0,11,4,0,0,0,3,6,2,0
11114,1,1,1,0,1,0,2,11,4,0,0,0,3,4,1,0
11115,4,2,2,0,0,0,0,19,7,0,0,0,3,7,1,0
11116,9,1,2,0,1,1,2,14,4,2,0,0,3,6,2,0
11117,4,1,2,0,1,1,0,17,5,1,311,2,0,6,1,1
11118,9,1,1,0,1,0,2,8,4,0,0,0,3,3,2,1
11119,0,1,1,0,0,1,1,16,6,9,0,0,3,3,1,0
11120,1,1,1,0,0,0,2,5,5,0,0,0,3,3,2,0
11121,4,0,2,0,0,0,0,2,1,2,0,0,3,0,1,0
11122,9,2,1,1,1,0,2,27,4,0,0,0,3,0,0,0
11123,4,1,2,0,0,1,0,18,7,2,0,0,3,3,1,0
11124,9,1,1,0,1,0,0,12,4,0,0,0,3,2,1,0
11125,0,1,1,0,1,0,2,3,5,3,0,0,3,2,1,0
11126,9,1,1,0,0,0,2,18,5,0,0,0,3,2,2,0
11127,1,2,1,1,0,1,0,6,6,2,0,0,3,0,0,0
11128,4,1,2,0,1,0,0,19,10,0,0,0,3,2,1,0
11129,9,2,2,0,1,0,2,14,4,0,0,0,3,4,0,0
11130,9,1,3,0,0,0,2,15,5,0,0,0,3,0,2,0
11131,4,1,3,1,1,0,2,14,4,1,0,0,3,0,2,0
11132,1,1,0,0,0,0,1,25,7,8,0,0,3,5,2,0
11133,1,0,1,0,1,0,0,17,10,1,128,1,0,5,1,0
11134,4,2,2,0,1,0,0,7,4,0,0,0,3,4,2,0
11135,4,2,2,0,0,0,0,6,7,8,0,0,3,7,1,1
11136,9,1,1,0,1,1,2,13,4,1,0,0,3,4,1,0
11137,4,1,2,0,0,0,0,24,7,1,0,0,3,4,0,0
11138,4,0,2,0,1,0,0,7,4,4,361,5,0,2,2,0
11139,6,1,1,0,1,0,0,13,4,1,0,0,3,2,2,0
11140,1,2,1,0,1,0,2,8,4,0,0,0,3,2,0,1
11141,4,2,2,0,0,0,0,14,6,11,0,0,3,4,1,0
11142,8,2,3,0,0,0,1,27,0,2,0,0,3,6,0,0
11143,7,1,2,0,0,1,0,4,1,0,0,0,3,0,2,0
11144,7,1,1,0,1,1,0,3,5,1,119,2,0,0,1,1
11145,1,0,1,0,1,0,0,14,4,0,0,0,3,2,1,0
11146,9,2,2,0,0,0,2,10,5,0,0,0,3,6,2,0
11147,10,1,0,0,1,0,0,28,6,0,0,0,3,2,1,0
11148,1,2,1,0,1,0,0,7,4,0,342,1,1,3,0,0
11149,9,2,2,0,1,0,0,21,6,0,0,0,3,5,1,0
11150,4,1,2,1,1,0,0,3,1,1,0,0,3,0,1,0
11151,6,2,2,0,0,1,0,12,4,0,0,0,3,4,1,0
11152,9,1,1,0,0,0,0,3,7,0,0,0,3,0,1,0
11153,4,1,2,0,1,0,0,23,6,1,0,0,3,3,1,0
11154,1,1,1,0,0,0,2,6,4,0,0,0,3,0,1,0
11155,1,1,3,0,0,0,0,27,7,3,0,0,3,7,3,0
11156,4,2,2,0,1,0,0,15,3,1,0,0,3,3,1,0
11157,11,1,3,0,0,0,2,12,10,0,0,0,3,4,2,0
11158,4,1,2,0,1,0,2,16,5,2,0,0,3,4,2,0
11159,7,1,1,0,1,0,0,22,6,2,0,0,3,6,0,0
11160,7,2,1,0,1,0,2,5,5,1,0,0,3,4,0,0
11161,9,2,2,0,1,0,0,4,1,1,0,0,3,5,1,1
11162,9,1,1,0,1,1,2,26,4,3,0,0,3,4,1,0
11163,7,2,1,0,1,0,0,17,4,0,0,0,3,0,0,0
11164,2,1,2,0,0,1,0,28,0,0,0,0,3,1,2,0
11165,0,1,2,0,0,0,0,14,3,0,0,0,3,3,1,0
11166,5,1,0,0,0,0,0,30,6,2,0,0,3,0,2,0
11167,4,1,2,0,0,0,0,3,7,0,89,3,0,3,1,1
11168,4,1,2,0,1,0,2,1,5,0,0,0,3,0,1,0
11169,1,1,0,0,0,0,0,6,6,0,0,0,3,0,0,0
11170,4,0,2,0,0,0,2,19,5,3,0,0,3,4,1,0
11171,4,1,2,0,0,0,2,4,10,0,0,0,3,5,1,1
11172,2,1,1,1,1,0,2,29,5,1,0,0,3,0,1,0
11173,1,1,0,0,1,0,2,2,5,1,0,0,3,6,2,0
11174,4,1,2,0,0,0,0,18,7,6,0,0,3,2,3,0
11175,1,1,0,0,1,0,2,8,4,0,0,0,3,0,2,0
11176,9,2,3,0,0,0,0,24,9,0,182,4,2,7,2,0
11177,1,1,1,0,0,0,0,9,7,1,380,1,0,6,1,0
11178,1,1,0,0,1,0,2,19,5,2,0,0,3,2,1,0
11179,4,0,1,0,1,0,0,19,10,0,0,0,3,7,2,0
11180,1,1,0,0,1,0,0,13,6,2,0,0,3,6,2,0
11181,7,2,1,0,0,0,0,28,0,0,0,0,3,4,1,1
11182,9,0,2,0,0,1,2,0,6,1,0,0,3,0,0,0
11183,4,1,2,0,0,1,0,7,6,0,0,0,3,5,2,0
11184,9,1,2,0,1,0,2,11,4,2,0,0,3,3,0,0
11185,4,0,2,0,1,1,0,5,4,0,340,4,0,3,0,1
11186,9,1,1,0,0,0,0,0,8,1,0,0,3,5,2,0
11187,4,2,2,0,0,0,0,26,1,0,0,0,3,5,1,1
11188,4,2,2,0,0,0,0,4,5,0,0,0,3,6,1,0
11189,1,1,0,0,1,1,0,19,3,0,0,0,3,5,1,0
11190,7,2,1,0,1,0,0,17,4,1,344,3,1,0,0,0
11191,4,1,2,0,1,0,2,4,5,1,0,0,3,4,2,0
11192,1,2,0,0,1,0,2,20,4,1,0,0,3,0,1,0
11193,4,0,2,0,0,0,0,18,7,3,0,0,3,1,2,0
11194,0,2,1,0,1,0,0,15,7,2,113,1,1,2,0,0
11195,1,2,1,0,1,0,0,6,3,0,263,3,0,7,1,0
11196,1,1,1,0,1,0,2,5,5,0,0,0,3,4,1,0
11197,1,1,0,0,1,0,1,11,4,0,0,0,3,4,2,0
11198,1,1,1,0,1,0,0,16,3,0,0,0,3,7,1,0
11199,1,2,1,0,1,0,2,15,4,2,0,0,3,3,1,0
11200,0,1,1,0,1,0,2,20,4,1,0,0,3,6,1,0
11201,6,1,1,0,1,0,0,13,6,1,0,0,3,6,1,0
11202,1,2,1,0,0,0,0,22,5,0,0,0,3,3,0,1
11203,9,2,2,0,1,0,0,14,4,4,0,0,3,7,1,0
11204,0,1,1,0,1,1,0,7,4,2,0,0,3,5,2,0
11205,4,1,2,0,1,0,2,1,5,2,0,0,3,7,2,0
11206,6,1,1,0,1,0,0,16,3,2,323,1,1,0,1,0
11207,4,0,2,0,1,0,0,2,5,0,18,1,1,4,1,1
11208,6,2,2,0,1,0,0,10,6,1,0,0,3,0,2,0
11209,10,1,1,0,1,1,0,16,3,2,0,0,3,4,0,0
11210,5,0,1,0,0,0,0,2,5,0,0,0,3,6,2,0
11211,5,1,0,0,0,0,0,7,0,1,0,0,3,6,4,1
11212,11,1,3,0,0,0,0,5,7,2,0,0,3,7,1,0
11213,1,1,1,0,1,0,0,7,3,0,289,25,0,6,1,0
11214,2,0,2,0,0,0,0,20,10,4,0,0,3,7,2,0
11215,11,1,0,0,0,0,0,20,7,1,0,0,3,0,1,0
11216,0,1,1,0,0,0,2,17,5,1,0,0,3,2,1,0
11217,4,1,1,0,0,0,0,16,10,0,0,0,3,1,1,0
11218,0,1,3,0,1,0,2,10,5,0,0,0,3,4,1,0
11219,9,2,1,0,1,0,0,28,7,1,0,0,3,7,1,1
11220,1,1,0,0,1,0,0,16,3,0,302,3,0,7,1,1
11221,1,1,1,0,1,0,0,13,4,0,0,0,3,0,2,1
11222,9,1,3,0,0,0,2,11,5,0,0,0,3,2,2,0
11223,5,1,0,0,0,0,0,28,11,1,0,0,3,0,4,0
11224,1,1,1,0,1,1,0,29,6,3,0,0,3,7,2,0
11225,7,2,0,0,0,1,0,10,6,1,0,0,3,2,1,1
11226,1,0,1,0,0,1,2,25,4,0,0,0,3,0,1,0
11227,1,1,0,0,1,0,0,19,3,1,0,0,3,3,0,0
11228,2,1,2,0,0,0,0,15,1,1,0,0,3,0,2,1
11229,1,1,0,0,1,0,0,22,6,1,0,0,3,2,2,0
11230,0,1,2,0,1,0,2,27,4,0,0,0,3,1,0,0
11231,7,2,1,0,1,0,2,11,4,1,0,0,3,2,0,0
11232,5,1,2,0,1,0,2,14,4,0,0,0,3,2,2,0
11233,8,2,3,0,0,0,0,18,1,2,189,1,0,5,0,1
11234,0,1,1,0,0,0,2,5,8,0,0,0,3,4,1,0
11235,4,1,1,0,1,0,2,26,4,2,0,0,3,0,0,0
11236,1,2,1,0,1,0,2,28,4,1,0,0,3,4,1,0
11237,0,1,1,0,1,0,2,1,5,2,0,0,3,4,2,0
11238,6,0,1,0,1,0,0,20,10,0,0,0,3,7,2,0
11239,1,1,0,0,1,1,2,25,4,0,0,0,3,4,1,0
11240,7,1,1,0,1,0,0,19,10,1,130,1,0,5,1,1
11241,6,1,2,0,0,0,0,24,9,0,88,5,2,7,3,1
11242,9,1,1,0,0,0,0,5,7,1,0,0,3,5,3,0
11243,5,1,1,0,0,0,0,13,3,0,178,1,0,5,4,0
11244,9,1,1,0,1,0,2,23,5,4,0,0,3,1,1,0
11245,6,1,0,0,0,0,0,13,7,7,0,0,3,7,2,0
11246,9,1,2,0,0,0,0,14,4,3,0,0,3,2,1,0
11247,4,2,2,0,1,1,0,5,4,1,360,1,0,1,1,1
11248,4,1,2,0,1,0,0,18,5,1,0,0,3,7,2,0
11249,1,1,1,0,1,0,0,17,4,0,367,1,0,3,1,0
11250,4,2,2,0,1,0,2,7,4,0,0,0,3,6,1,1
11251,1,1,1,0,0,0,1,7,6,2,0,0,3,2,1,0
11252,5,0,1,0,0,0,2,19,5,4,0,0,3,0,3,0
11253,1,1,1,0,1,1,2,26,5,4,0,0,3,5,0,0
11254,10,0,3,0,0,0,0,1,1,0,0,0,3,5,2,1
11255,11,1,2,0,0,0,0,29,3,0,0,0,3,7,2,0
11256,0,2,1,0,1,1,2,11,4,11,0,0,3,1,0,0
11257,5,0,0,0,0,0,1,25,7,0,0,0,3,0,5,1
11258,4,1,2,0,1,0,0,4,4,0,0,0,3,3,1,1
11259,1,1,0,0,0,0,0,6,6,4,0,0,3,4,2,0
11260,5,2,3,0,0,0,0,16,2,0,0,0,3,4,3,0
11261,4,0,2,0,1,1,0,12,4,0,356,3,0,3,1,0
11262,8,2,1,0,0,0,0,4,1,7,0,0,3,0,0,0
11263,9,1,2,0,1,0,0,12,7,5,0,0,3,7,1,0
11264,5,1,0,0,0,0,2,16,5,2,0,0,3,5,2,0
11265,5,1,3,0,0,0,0,8,8,0,0,0,3,4,3,0
11266,4,0,2,0,0,0,0,26,7,3,0,0,3,0,2,0
11267,5,1,0,0,0,0,0,30,6,3,0,0,3,6,2,0
11268,0,2,1,0,1,0,2,8,4,0,0,0,3,5,0,0
11269,0,1,1,0,1,0,2,15,4,0,0,0,3,4,1,0
11270,9,0,1,0,0,0,0,18,7,2,0,0,3,0,1,0
11271,1,1,0,0,0,0,0,13,4,1,0,0,3,4,0,0
11272,4,0,2,0,1,0,2,29,4,2,0,0,3,0,2,0
11273,11,1,3,0,0,0,0,5,7,1,0,0,3,3,2,0
11274,1,2,1,0,1,0,2,12,4,0,0,0,3,3,0,0
11275,1,1,1,0,1,0,2,12,4,0,0,0,3,3,1,0
11276,9,1,1,0,1,0,0,27,0,3,0,0,3,1,1,0
11277,4,1,2,0,1,0,2,8,4,0,0,0,3,3,0,0
11278,4,2,2,0,0,0,2,2,5,2,0,0,3,2,1,0
11279,7,1,1,0,0,0,0,4,1,1,0,0,3,2,0,0
11280,4,0,1,0,0,0,0,18,10,0,0,0,3,1,2,0
11281,6,1,1,0,0,0,2,6,4,0,0,0,3,3,2,0
11282,8,2,1,0,0,0,2,3,5,1,0,0,3,0,0,0
11283,7,1,1,0,1,0,0,19,3,2,0,0,3,1,1,0
11284,10,2,0,0,0,0,1,30,6,1,0,0,3,6,1,0
11285,7,2,1,0,0,1,0,19,10,0,0,0,3,6,1,0
11286,6,1,0,0,1,1,2,2,5,4,0,0,3,3,1,0
11287,5,1,0,0,0,0,2,10,5,1,0,0,3,7,1,0
11288,4,1,1,0,1,0,0,19,3,2,0,0,3,3,1,0
11289,1,1,0,0,1,0,0,28,7,1,0,0,3,2,2,0
11290,1,1,0,0,0,0,1,6,6,4,0,0,3,7,2,0
11291,8,2,3,0,0,0,0,16,10,1,0,0,3,7,1,0
11292,9,1,1,0,1,0,2,7,4,0,0,0,3,0,0,0
11293,1,1,1,0,1,0,1,10,4,4,0,0,3,1,1,0
11294,0,2,1,0,0,0,0,27,6,3,0,0,3,2,2,1
11295,1,1,0,0,0,0,1,24,6,2,0,0,3,6,2,0
11296,1,1,1,0,1,1,0,30,6,0,0,0,3,1,1,0
11297,4,1,2,0,1,0,2,1,5,0,0,0,3,4,1,0
11298,0,1,1,0,0,1,0,4,7,2,0,0,3,6,3,0
11299,4,1,2,0,0,0,0,29,3,1,0,0,3,2,0,0
11300,4,2,2,0,1,0,0,24,7,1,92,4,2,0,1,0
11301,9,1,1,0,1,0,0,28,6,3,0,0,3,0,1,0
11302,7,2,1,0,0,0,0,27,6,4,0,0,3,2,1,0
11303,0,1,1,0,0,0,0,30,6,2,0,0,3,5,1,0
11304,10,2,1,0,1,0,0,4,1,0,0,0,3,7,2,0
11305,7,0,0,0,0,0,2,5,5,0,0,0,3,4,2,0
11306,0,1,0,0,1,0,2,8,4,1,0,0,3,2,2,0
11307,1,1,1,0,1,0,2,18,4,6,0,0,3,5,2,0
11308,9,2,1,0,0,0,0,13,7,1,0,0,3,6,1,0
11309,0,1,1,0,1,0,0,10,6,0,0,0,3,2,1,0
11310,0,2,1,0,1,0,2,2,5,0,0,0,3,6,1,0
11311,4,1,2,0,0,0,0,27,6,5,0,0,3,4,2,0
11312,0,1,1,0,1,0,0,23,6,0,0,0,3,1,1,0
11313,4,0,2,0,0,0,0,25,7,1,0,0,3,4,1,0
11314,9,1,1,0,1,1,0,16,10,1,0,0,3,1,2,0
11315,4,1,1,0,1,0,0,5,3,0,254,16,0,7,2,0
11316,4,2,2,0,1,0,0,28,0,0,0,0,3,4,2,0
11317,9,0,2,0,1,0,0,30,6,3,0,0,3,6,2,0
11318,9,1,1,0,0,0,0,29,2,1,178,2,0,6,1,0
11319,10,1,1,0,0,0,1,3,1,0,0,0,3,4,1,0
11320,4,1,2,1,1,1,0,20,10,0,0,0,3,0,1,0
11321,5,1,1,0,0,1,0,4,1,9,0,0,3,3,3,0
11322,3,1,0,0,0,0,0,12,7,1,0,0,3,6,2,0
11323,1,1,1,0,1,0,2,5,4,0,0,0,3,2,1,0
11324,1,1,0,0,1,0,0,17,10,0,109,2,0,6,1,0
