index,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y
14323,39,4,1,2,0,4006,0,0,0,19,7,2,0,0,3,0
14324,16,1,1,1,0,3545,1,0,2,19,4,1,0,0,3,0
14325,40,4,0,2,0,5449,0,0,0,29,3,0,84,1,2,1
14326,18,0,1,1,0,916,1,1,0,8,1,1,0,0,3,0
14327,14,4,2,2,0,1438,0,0,0,21,7,1,0,0,3,1
14328,6,8,2,1,0,1298,0,0,0,12,10,1,89,3,0,1
14329,67,5,1,0,0,6702,0,0,1,11,1,1,0,0,3,1
14330,31,5,1,3,0,1163,0,0,2,14,4,1,0,0,3,0
14331,14,4,0,2,0,1138,0,1,0,14,6,3,0,0,3,1
14332,19,9,0,1,0,1200,1,0,0,10,4,4,0,0,3,0
14333,37,7,1,1,0,1668,0,0,2,16,5,1,0,0,3,0
14334,20,6,1,1,0,1054,0,0,2,8,4,2,0,0,3,0
14335,30,2,1,1,0,3135,1,0,2,1,5,8,0,0,3,0
14336,8,2,2,1,0,1017,1,0,2,12,4,0,0,0,3,0
14337,33,0,1,1,0,953,0,1,2,19,5,1,0,0,3,0
14338,40,3,1,0,0,3262,0,0,2,17,5,1,0,0,3,0
14339,10,10,2,0,0,1152,0,0,0,5,1,2,0,0,3,0
14340,21,7,1,1,0,7022,0,0,0,13,4,0,349,1,1,0
14341,42,4,1,1,0,916,0,0,0,19,4,3,84,8,0,0
14342,13,9,1,2,0,916,1,0,2,3,5,1,0,0,3,0
14343,22,2,1,1,0,916,1,1,2,14,4,0,0,0,3,0
14344,68,5,1,0,0,2722,0,0,0,15,2,2,0,0,3,0
14345,23,9,1,1,0,1265,0,1,0,26,1,0,0,0,3,0
14346,15,9,2,2,0,1680,0,0,0,5,7,1,0,0,3,0
14347,22,4,2,2,0,1005,1,0,0,29,6,5,0,0,3,0
14348,43,0,0,2,0,1005,0,0,0,23,10,1,92,2,1,0
14349,13,2,0,2,0,918,0,1,0,6,6,0,0,0,3,0
14350,36,1,2,1,0,956,1,0,0,17,6,1,0,0,3,0
14351,23,1,1,0,0,841,1,0,0,17,4,0,0,0,3,0
14352,17,4,2,2,0,5566,1,0,0,21,2,0,0,0,3,1
14353,21,1,1,1,0,924,0,0,0,29,6,2,0,0,3,0
14354,17,0,0,1,0,520,1,0,0,16,3,0,0,0,3,0
14355,21,1,1,1,0,1209,1,0,2,22,4,2,0,0,3,0
14356,16,1,1,1,0,917,1,0,0,8,6,1,0,0,3,0
14357,10,8,2,1,0,940,1,0,0,28,0,1,193,2,0,0
14358,30,9,1,1,0,1636,1,0,2,7,4,2,0,0,3,0
14359,14,3,1,2,0,1273,1,0,0,2,1,2,74,2,0,0
14360,22,1,2,0,0,1971,0,0,2,5,5,1,0,0,3,0
14361,19,4,2,2,0,1371,1,0,0,12,7,5,0,0,3,1
14362,35,6,1,2,0,1133,0,0,0,10,7,4,0,0,3,0
14363,16,0,1,1,0,2581,0,0,2,20,4,0,0,0,3,0
14364,24,4,0,1,0,1233,1,0,0,19,3,2,0,0,3,0
14365,15,1,1,0,0,697,1,0,0,16,3,0,0,0,3,0
14366,18,9,2,1,0,2144,1,0,0,13,7,1,99,3,2,0
14367,27,4,1,1,0,1541,0,0,2,19,5,2,0,0,3,0
14368,40,5,1,0,0,916,1,0,2,15,5,3,0,0,3,0
14369,23,7,1,3,0,1146,1,0,0,8,1,2,0,0,3,0
14370,17,6,2,2,0,2045,1,0,0,20,10,1,181,2,0,0
14371,28,1,1,1,0,967,1,0,0,14,4,0,0,0,3,0
14372,15,1,1,0,0,757,1,0,2,26,4,0,0,0,3,0
14373,17,9,1,3,0,1124,1,0,2,18,4,0,0,0,3,0
14374,18,0,1,1,0,1456,0,1,0,6,7,1,0,0,3,0
14375,21,9,1,2,0,1039,1,0,2,29,4,0,0,0,3,0
14376,55,5,1,3,0,1435,0,0,1,25,1,2,130,2,2,1
14377,36,1,1,1,0,1598,1,1,2,25,4,0,0,0,3,0
14378,13,6,1,2,0,916,1,0,0,29,6,23,0,0,3,0
14379,22,4,0,2,0,6437,0,0,0,19,10,1,186,1,0,0
14380,28,1,2,2,0,1199,0,0,0,6,3,0,0,0,3,1
14381,35,9,1,2,0,1904,0,0,0,19,7,4,0,0,3,1
14382,12,7,2,1,0,1127,0,1,0,9,6,2,0,0,3,0
14383,17,4,2,2,0,1166,0,0,2,18,5,1,0,0,3,0
14384,13,9,2,1,0,1169,0,0,0,12,0,0,0,0,3,0
14385,39,1,0,0,0,740,1,0,2,7,4,0,0,0,3,0
14386,18,0,1,1,0,916,1,0,0,20,6,6,0,0,3,0
14387,15,4,2,2,0,946,1,0,0,21,6,0,0,0,3,1
14388,33,1,0,1,0,1985,1,0,2,29,4,1,0,0,3,0
14389,19,4,1,2,0,1382,1,0,0,10,6,1,0,0,3,0
14390,28,6,1,2,0,3295,0,0,0,18,10,0,97,4,0,1
14391,29,0,1,1,0,916,0,0,0,8,3,0,0,0,3,0
14392,38,7,0,1,0,1392,0,0,0,10,7,6,0,0,3,0
14393,31,1,1,0,0,4307,1,1,0,10,4,0,282,2,1,0
14394,24,1,2,0,0,1097,1,0,2,28,4,1,0,0,3,0
14395,40,9,1,1,0,2392,1,0,0,16,3,0,0,0,3,0
14396,11,3,1,1,0,1159,1,0,2,2,5,0,0,0,3,0
14397,22,9,1,1,0,956,1,0,0,20,10,0,0,0,3,0
14398,41,5,1,2,0,1338,1,0,0,13,4,3,0,0,3,1
14399,27,0,1,1,0,386,1,0,2,2,5,1,0,0,3,0
14400,38,9,0,1,0,916,1,0,0,8,1,4,262,4,0,0
14401,42,5,1,1,0,946,0,0,0,21,7,3,0,0,3,0
14402,3,8,2,1,0,1864,0,0,1,1,1,1,0,0,3,0
14403,21,2,1,2,0,5519,1,0,0,18,10,0,0,0,3,0
14404,15,2,1,2,0,1522,1,0,0,1,1,0,0,0,3,0
14405,20,6,1,1,0,906,0,0,2,1,5,6,0,0,3,0
14406,32,9,0,1,0,519,0,1,0,16,10,1,116,2,0,0
14407,13,0,2,1,0,1399,1,1,0,19,3,1,0,0,3,0
14408,17,4,1,1,0,4637,1,0,0,11,4,3,0,0,3,0
14409,18,10,1,0,0,3227,1,0,0,20,10,2,0,0,3,0
14410,18,2,1,2,0,2085,1,0,2,5,4,1,0,0,3,0
14411,10,9,2,2,0,916,1,0,0,11,7,0,76,3,2,0
14412,19,1,1,0,0,1620,1,0,0,30,6,1,0,0,3,0
14413,11,10,1,2,0,969,0,0,0,3,1,0,0,0,3,0
14414,39,3,1,0,0,966,0,0,0,17,7,2,0,0,3,0
14415,12,6,2,2,0,1817,1,1,2,15,4,0,0,0,3,0
14416,44,5,1,1,0,919,0,0,0,3,7,0,0,0,3,0
14417,41,1,1,0,0,930,1,1,2,19,4,0,0,0,3,0
14418,6,8,2,1,0,1463,0,0,1,4,4,0,0,0,3,0
14419,40,7,0,1,0,1655,1,0,0,19,3,6,332,5,0,0
14420,14,0,1,1,0,1305,1,0,0,27,6,2,230,3,0,0
14421,42,1,1,0,0,954,1,0,0,14,4,10,370,1,1,0
14422,10,7,2,1,0,3531,0,1,2,23,7,0,0,0,3,0
14423,28,1,0,0,0,2831,1,0,2,5,4,2,0,0,3,0
14424,19,1,1,0,0,1296,1,1,0,3,6,1,0,0,3,0
14425,32,3,1,1,0,1111,0,0,0,21,7,1,0,0,3,0
14426,36,9,0,1,0,1681,1,1,0,14,6,2,0,0,3,0
14427,9,0,2,1,0,970,1,0,0,13,4,1,0,0,3,0
14428,9,7,2,1,0,844,1,0,0,4,4,0,306,9,0,0
14429,31,6,2,1,0,1682,1,0,0,6,6,3,0,0,3,0
14430,10,1,2,1,0,954,1,0,2,22,4,0,0,0,3,0
14431,19,1,1,1,0,1343,1,1,2,8,5,2,0,0,3,0
14432,34,0,1,1,0,2561,1,0,0,18,10,2,0,0,3,0
14433,11,0,1,1,0,1624,1,0,2,3,5,0,0,0,3,0
14434,19,4,2,1,0,916,1,1,0,1,3,1,0,0,3,0
14435,38,7,1,3,0,916,0,0,0,28,6,1,0,0,3,0
14436,22,4,1,2,0,2610,1,0,0,8,6,1,0,0,3,0
14437,17,6,2,2,0,1454,1,1,2,7,4,8,0,0,3,0
14438,28,1,1,0,0,6537,1,0,2,8,5,3,0,0,3,0
14439,20,7,1,3,0,4939,1,0,1,17,10,1,0,0,3,0
14440,35,2,1,3,0,923,0,0,0,19,10,0,0,0,3,0
14441,16,1,1,0,0,916,1,1,2,19,5,28,0,0,3,0
14442,30,2,2,2,0,3196,0,0,2,5,5,0,0,0,3,0
14443,22,1,1,1,0,916,1,0,2,29,4,2,0,0,3,0
14444,24,6,2,2,0,2141,0,0,0,17,7,2,0,0,3,0
14445,15,0,1,2,0,1815,1,0,2,25,4,2,0,0,3,0
14446,25,7,2,1,0,916,1,0,0,13,4,3,0,0,3,0
14447,13,0,2,1,0,1470,1,0,0,4,1,0,0,0,3,0
14448,31,7,1,1,0,4241,0,0,0,3,7,0,0,0,3,0
14449,38,1,0,0,0,700,1,0,2,25,4,0,0,0,3,0
14450,8,1,2,1,0,1366,0,1,0,2,1,0,0,0,3,0
14451,7,9,1,1,0,1607,1,0,0,14,4,0,327,2,0,0
14452,47,5,0,2,0,916,0,0,0,27,7,0,0,0,3,0
14453,22,0,1,1,0,2510,1,0,2,29,4,0,0,0,3,0
14454,18,1,2,0,0,965,1,0,2,7,4,0,0,0,3,0
14455,9,9,1,1,0,916,1,1,0,24,6,1,0,0,3,0
14456,38,4,1,1,0,2417,0,0,1,30,6,10,0,0,3,0
14457,18,0,1,1,0,1386,1,0,0,30,6,3,0,0,3,0
14458,25,9,1,2,0,3494,0,0,1,3,4,4,0,0,3,1
14459,17,8,2,3,0,1214,1,0,2,4,4,1,0,0,3,0
14460,37,1,0,0,0,3116,1,0,1,20,10,2,169,3,0,0
14461,17,0,2,1,0,1859,0,0,1,13,10,0,0,0,3,0
14462,19,7,1,1,0,1665,1,0,0,2,3,1,0,0,3,0
14463,39,4,1,1,0,916,1,0,0,3,7,0,0,0,3,0
14464,11,2,1,1,0,981,1,0,0,27,6,13,0,0,3,0
14465,54,5,1,0,0,4948,0,0,0,21,11,2,306,5,2,1
14466,14,7,0,1,0,1370,1,0,0,17,6,0,0,0,3,1
14467,9,4,1,2,0,1258,1,0,0,16,6,0,0,0,3,0
14468,17,9,2,2,0,1586,1,0,0,27,6,17,0,0,3,0
14469,13,4,2,2,0,950,1,0,0,27,6,3,0,0,3,0
14470,18,4,0,2,0,1126,1,0,0,16,6,1,0,0,3,0
14471,10,4,2,2,0,3996,1,0,2,18,4,0,0,0,3,0
14472,2,8,2,3,0,1745,0,0,0,26,0,2,199,2,2,1
14473,31,7,1,1,0,1161,1,1,2,5,4,0,0,0,3,0
14474,30,0,0,1,0,999,1,0,0,12,4,0,0,0,3,1
14475,31,9,1,1,0,1221,0,0,0,6,7,0,96,1,0,0
14476,31,1,1,1,0,1779,1,1,1,7,4,0,0,0,3,0
14477,17,0,0,1,0,916,1,1,0,16,10,1,0,0,3,0
14478,33,1,1,0,0,916,0,0,0,6,7,5,0,0,3,0
14479,33,0,1,1,0,968,1,1,1,22,6,14,0,0,3,0
14480,41,5,1,1,0,935,0,1,0,18,7,2,0,0,3,0
14481,23,9,1,1,0,769,0,1,2,0,6,0,0,0,3,0
14482,29,4,1,2,0,3231,0,0,0,1,5,1,81,1,2,1
14483,41,4,1,2,0,3200,1,0,2,14,4,31,0,0,3,0
14484,11,9,2,1,1,551,1,0,0,4,4,0,0,0,3,0
14485,9,9,2,1,0,934,0,0,0,28,0,2,0,0,3,0
14486,17,7,1,1,0,1025,1,0,2,5,4,2,0,0,3,0
14487,19,1,1,1,0,1227,1,0,2,3,5,0,0,0,3,0
14488,17,9,1,1,0,916,1,0,0,18,10,3,0,0,3,1
14489,28,4,1,1,0,4352,1,0,2,14,4,0,0,0,3,0
14490,25,4,1,2,0,916,0,0,0,13,6,2,0,0,3,1
14491,29,1,1,1,0,6640,0,0,0,21,7,5,0,0,3,0
14492,18,9,2,1,0,2655,0,0,0,1,7,0,0,0,3,0
14493,28,4,2,2,0,3721,1,0,2,29,4,1,0,0,3,1
14494,51,5,1,1,0,916,0,0,0,26,6,0,87,4,2,1
14495,33,4,1,0,0,1014,1,0,2,6,4,1,0,0,3,0
14496,13,0,2,1,0,984,1,0,0,15,3,1,0,0,3,0
14497,24,7,1,1,0,4334,1,0,2,2,5,0,0,0,3,0
14498,34,1,1,1,0,3097,1,0,2,14,4,4,0,0,3,0
14499,28,10,1,1,0,4226,1,0,0,11,7,1,0,0,3,0
14500,8,1,1,0,0,1511,1,1,0,17,4,2,0,0,3,0
14501,20,0,1,1,0,1461,0,0,2,11,5,0,0,0,3,0
14502,13,4,2,2,0,6447,0,0,0,29,2,0,171,4,0,0
14503,6,9,2,1,0,1350,0,0,0,27,4,0,0,0,3,0
14504,26,4,1,2,0,954,1,0,1,15,3,1,327,8,1,0
14505,47,5,1,2,0,3290,0,0,0,16,1,1,0,0,3,1
14506,25,7,2,1,0,853,1,0,0,17,4,2,371,1,1,0
14507,14,9,1,2,0,1953,1,0,2,25,4,2,0,0,3,0
14508,20,1,2,0,0,6703,1,0,0,11,4,1,325,13,0,0
14509,10,9,2,2,0,916,1,0,0,14,3,1,0,0,3,0
14510,12,9,2,2,0,3300,0,0,0,7,7,1,0,0,3,0
14511,17,0,2,1,0,1579,1,0,0,1,3,2,0,0,3,0
14512,33,2,0,1,0,917,1,1,0,30,6,0,0,0,3,0
14513,7,6,1,2,0,2098,1,0,2,25,4,1,0,0,3,0
14514,16,7,1,1,0,940,1,0,2,27,4,0,0,0,3,0
14515,25,9,0,1,0,980,1,0,0,13,7,1,0,0,3,0
14516,13,1,2,1,0,6666,1,0,0,6,4,0,0,0,3,0
14517,21,1,2,0,0,1470,0,0,1,30,6,4,0,0,3,0
14518,15,0,1,1,0,6776,0,0,0,9,6,0,0,0,3,0
14519,26,4,1,2,0,2642,1,0,2,29,4,0,0,0,3,0
14520,29,1,1,1,0,5160,0,0,0,19,10,0,0,0,3,0
14521,17,1,1,0,0,1540,1,0,2,6,4,0,0,0,3,0
14522,31,4,2,2,0,1409,0,0,0,0,5,0,36,1,0,0
14523,10,1,1,1,0,1697,1,0,2,26,4,1,0,0,3,0
14524,18,4,2,2,0,3531,0,1,0,19,10,1,0,0,3,0
14525,12,9,1,2,0,1618,0,1,0,30,6,28,0,0,3,0
14526,9,1,2,0,0,1456,0,0,0,5,1,0,0,0,3,0
14527,25,10,0,1,0,4608,1,0,0,20,10,0,0,0,3,0
14528,16,7,1,1,0,1202,1,0,2,20,4,0,0,0,3,0
14529,42,0,0,1,0,4867,0,0,0,1,1,0,0,0,3,0
14530,10,9,2,1,0,1457,1,0,2,25,4,2,0,0,3,0
14531,25,1,1,0,0,1869,1,0,2,18,4,0,0,0,3,0
14532,32,0,1,0,0,1192,0,1,2,16,5,5,0,0,3,0
14533,10,1,2,1,0,1268,1,1,2,26,4,2,0,0,3,0
14534,24,2,1,0,0,1065,0,0,0,19,7,1,0,0,3,0
14535,42,0,1,1,0,2954,0,0,2,19,5,9,0,0,3,0
14536,9,1,2,0,0,1347,1,0,2,14,4,1,0,0,3,0
14537,25,6,1,1,0,1190,0,0,0,13,6,3,0,0,3,0
14538,27,7,2,1,0,777,1,0,2,8,4,2,0,0,3,0
14539,14,0,2,1,0,1470,1,0,0,27,4,1,365,5,0,0
14540,16,0,0,1,0,983,1,0,2,5,4,0,0,0,3,0
14541,8,7,1,1,0,900,1,0,0,23,6,0,0,0,3,0
14542,23,4,2,2,0,1488,1,0,2,7,4,1,0,0,3,0
14543,37,3,2,1,0,2519,0,0,1,16,10,0,0,0,3,0
14544,14,0,2,1,0,1062,0,0,2,26,4,9,0,0,3,0
14545,22,0,2,1,0,1655,1,0,2,15,4,0,0,0,3,0
14546,20,1,1,1,0,1692,1,0,2,20,4,1,0,0,3,0
14547,6,1,2,1,0,499,1,0,0,19,3,5,0,0,3,0
14548,15,4,1,2,0,916,1,0,2,5,4,0,0,0,3,0
14549,11,4,1,1,0,503,1,0,0,1,1,2,0,0,3,0
14550,24,6,0,2,0,1276,1,0,2,23,5,4,0,0,3,0
14551,12,0,2,1,0,988,0,0,0,2,1,1,0,0,3,0
14552,27,5,2,1,1,1002,0,0,0,20,10,4,0,0,3,0
14553,8,1,2,1,0,1888,1,0,2,19,4,9,0,0,3,0
14554,31,0,2,1,0,6008,0,0,1,19,10,1,0,0,3,0
14555,18,1,1,1,0,1971,1,0,0,3,1,0,0,0,3,0
14556,39,2,1,1,0,1210,1,0,2,4,4,1,0,0,3,0
14557,37,3,1,1,0,1083,1,0,0,11,4,2,354,7,0,0
14558,14,1,1,0,0,982,0,0,0,18,10,0,0,0,3,0
14559,38,2,1,2,0,792,1,0,2,14,4,4,0,0,3,0
14560,26,6,1,0,0,920,0,0,0,11,7,1,0,0,3,0
14561,30,1,0,1,0,4916,1,0,0,9,6,0,0,0,3,0
14562,27,9,1,1,0,4514,1,0,0,17,10,0,0,0,3,0
14563,18,6,1,1,0,1922,1,0,0,20,10,1,0,0,3,0
14564,14,9,2,1,0,916,0,0,0,25,7,1,0,0,3,0
14565,16,4,1,2,0,916,1,1,0,9,6,0,0,0,3,0
14566,41,1,0,0,0,2144,0,1,0,15,6,2,0,0,3,0
14567,39,10,1,0,0,3584,0,0,0,28,0,0,0,0,3,0
14568,30,5,1,0,1,632,0,1,0,18,10,0,0,0,3,0
14569,36,3,1,0,0,1128,0,0,0,11,7,3,0,0,3,0
14570,20,4,1,1,0,812,1,0,2,8,5,6,0,0,3,0
14571,27,3,0,0,0,1460,0,0,2,10,5,0,0,0,3,0
14572,11,3,1,0,0,923,0,1,0,7,6,0,0,0,3,0
14573,16,0,1,0,0,1155,1,0,2,1,5,1,0,0,3,0
14574,26,9,2,0,0,1064,0,0,2,18,5,1,0,0,3,0
14575,23,7,1,3,0,1310,1,0,0,4,4,2,0,0,3,0
14576,28,1,1,0,0,2577,1,0,2,8,5,12,0,0,3,0
14577,10,0,1,1,0,1073,1,1,0,27,6,1,0,0,3,0
14578,16,4,2,2,0,1184,0,0,0,6,8,0,0,0,3,1
14579,17,6,1,1,0,3138,0,0,0,18,7,7,0,0,3,0
14580,14,9,1,1,0,5205,0,0,0,12,7,0,0,0,3,0
14581,22,4,1,2,0,1184,1,0,0,21,6,2,0,0,3,0
14582,26,1,1,1,0,1165,1,1,2,4,5,2,0,0,3,0
14583,29,4,1,2,0,60,1,0,2,26,4,2,0,0,3,0
14584,23,7,0,1,1,718,0,1,2,13,4,0,0,0,3,0
14585,32,4,1,2,0,4739,1,0,0,21,6,10,0,0,3,0
14586,18,2,1,2,0,922,0,0,1,29,9,0,0,0,3,0
14587,17,7,1,1,0,1127,1,0,0,11,4,0,0,0,3,0
14588,22,9,0,1,0,1153,0,0,0,24,7,4,0,0,3,0
14589,28,7,1,1,0,2430,0,0,0,13,7,3,0,0,3,0
14590,25,9,1,1,0,1297,1,0,0,15,6,5,0,0,3,0
14591,15,8,2,3,0,2086,0,0,0,29,3,0,0,0,3,1
14592,35,0,0,1,0,944,1,1,0,11,4,3,0,0,3,0
14593,33,0,1,1,0,2449,0,0,0,11,7,1,0,0,3,0
14594,41,5,1,1,0,998,0,0,0,27,7,5,0,0,3,0
14595,23,2,0,2,1,916,1,0,0,18,10,9,0,0,3,0
14596,23,4,1,2,0,1388,1,0,0,9,6,0,0,0,3,0
14597,27,4,1,1,0,1640,1,1,0,6,7,0,0,0,3,0
14598,23,9,1,1,0,1628,0,0,0,18,7,1,0,0,3,0
14599,19,7,2,1,0,970,1,0,0,17,10,1,128,1,0,0
14600,10,4,2,2,0,1103,0,0,0,9,8,0,90,2,2,1
14601,31,4,2,2,0,1061,1,0,0,28,0,1,245,34,0,0
14602,32,2,1,0,1,1453,1,0,2,19,5,14,0,0,3,0
14603,11,9,2,1,0,1072,1,0,0,7,4,3,344,3,1,0
14604,9,0,2,1,0,931,0,1,0,20,6,0,0,0,3,0
14605,27,1,1,1,0,2040,1,0,2,18,4,0,0,0,3,0
14606,25,0,1,1,0,1304,1,0,0,18,10,1,0,0,3,0
14607,29,9,0,1,0,938,0,0,0,17,4,5,0,0,3,0
14608,28,9,0,1,0,916,0,0,1,13,7,7,0,0,3,0
14609,11,4,2,2,0,929,1,0,0,14,4,5,0,0,3,0
14610,17,9,1,1,0,1066,0,0,0,17,7,4,0,0,3,0
14611,49,4,1,2,0,1321,0,0,0,9,10,1,92,2,2,1
14612,16,0,1,1,0,2322,1,0,0,19,7,1,82,1,2,1
14613,10,0,2,1,0,1177,1,1,0,29,6,6,179,9,2,0
14614,24,9,2,1,0,915,0,0,0,28,0,0,0,0,3,0
14615,13,1,0,1,0,1832,1,1,0,10,6,1,0,0,3,0
14616,15,1,1,0,0,1743,1,0,0,17,4,3,0,0,3,0
14617,28,4,0,2,0,786,1,0,0,23,2,1,0,0,3,1
14618,9,7,1,1,0,1750,0,0,0,28,0,1,0,0,3,0
14619,22,6,2,2,0,3712,0,0,0,1,5,2,0,0,3,0
14620,15,9,2,2,0,1112,1,0,0,11,4,4,0,0,3,0
14621,20,1,1,0,0,1630,1,0,2,28,4,2,0,0,3,0
14622,34,0,1,1,0,1215,0,0,0,18,10,3,0,0,3,0
14623,34,9,1,1,0,1057,0,0,0,24,7,6,0,0,3,0
14624,16,4,2,2,0,3324,0,0,0,7,7,5,0,0,3,0
14625,16,9,2,1,0,1021,1,0,0,16,10,0,193,2,0,0
14626,13,1,1,1,0,2483,1,1,0,18,10,1,177,1,1,0
14627,27,9,2,1,0,2112,1,0,0,13,6,5,0,0,3,0
14628,17,9,1,1,0,559,1,0,0,20,6,0,0,0,3,0
14629,5,8,2,1,0,3286,1,0,0,10,4,4,364,2,0,0
14630,23,4,1,2,0,4589,1,0,0,11,4,4,169,2,0,0
14631,21,1,1,1,0,4813,1,0,0,17,4,3,359,1,1,0
14632,12,9,2,1,0,970,0,0,0,10,7,1,0,0,3,0
14633,22,1,1,0,0,682,1,0,0,5,4,0,0,0,3,0
14634,24,10,1,0,0,1175,1,0,2,14,4,5,0,0,3,0
14635,32,3,1,0,0,4335,0,0,0,8,1,5,0,0,3,0
14636,36,7,1,1,0,1047,0,0,0,13,7,1,0,0,3,0
14637,13,1,2,0,0,1775,1,0,2,1,5,0,0,0,3,0
14638,13,9,1,1,0,1138,1,0,2,28,4,3,0,0,3,0
14639,40,4,1,2,0,1162,1,0,0,6,4,1,285,2,0,0
14640,13,9,2,1,0,460,0,0,0,21,7,0,0,0,3,0
14641,12,7,2,1,0,1093,1,0,0,17,4,3,353,2,1,0
14642,37,1,1,2,0,2257,0,0,0,21,7,7,0,0,3,0
14643,14,9,2,1,0,942,0,1,0,24,6,0,0,0,3,0
14644,16,6,2,2,0,2188,1,0,0,13,4,0,0,0,3,0
14645,20,4,1,2,0,1109,0,0,0,17,10,0,0,0,3,0
14646,19,0,1,1,0,2230,1,0,0,21,4,0,13,9,0,0
14647,42,9,1,2,0,1007,0,0,0,26,7,3,0,0,3,0
14648,10,0,2,1,0,1123,1,0,0,12,4,0,0,0,3,0
14649,37,4,0,0,0,4292,1,0,2,29,4,0,0,0,3,0
14650,41,5,1,0,0,2031,0,0,2,18,5,0,0,0,3,1
14651,41,5,0,0,0,2448,1,0,2,13,4,0,0,0,3,0
14652,32,2,2,0,0,2570,0,0,2,4,5,1,0,0,3,0
14653,42,1,1,1,0,3700,1,0,0,4,7,0,0,0,3,0
14654,19,7,1,1,0,4813,1,0,0,4,4,0,0,0,3,0
14655,42,1,1,1,0,1157,1,0,1,29,6,2,0,0,3,0
14656,36,4,1,2,0,5553,0,0,0,5,1,1,0,0,3,0
14657,17,9,0,1,0,1043,0,0,0,19,10,1,0,0,3,0
14658,10,0,1,1,0,1158,1,0,2,16,8,0,543,12,0,0
14659,32,7,1,1,0,1817,1,0,2,19,5,5,0,0,3,0
14660,16,0,2,1,0,1808,1,0,0,20,10,1,181,1,0,0
14661,16,1,1,1,1,909,1,0,0,21,6,4,0,0,3,0
14662,37,9,1,1,0,1092,1,0,0,27,6,1,0,0,3,0
14663,24,7,1,1,0,1062,1,1,0,14,4,3,343,1,0,1
14664,13,7,1,2,0,1225,1,1,2,6,4,0,0,0,3,0
14665,18,4,1,2,0,298,1,1,2,4,5,2,0,0,3,0
14666,14,7,1,1,0,3952,1,0,0,20,10,1,173,7,0,0
14667,24,4,1,3,0,1191,0,0,2,4,4,1,0,0,3,0
14668,33,0,0,1,0,3622,0,0,1,8,1,9,0,0,3,0
14669,15,0,2,1,0,1291,1,0,0,16,3,0,0,0,3,0
14670,34,9,1,1,0,2903,1,0,2,26,4,3,0,0,3,0
14671,42,5,1,2,0,3087,0,0,0,14,5,2,0,0,3,0
14672,21,4,2,2,0,916,1,0,0,17,10,1,0,0,3,0
14673,13,4,2,2,0,6480,1,0,2,22,4,4,0,0,3,0
14674,10,4,1,2,0,2025,1,0,0,26,4,3,307,5,0,0
14675,18,1,1,0,0,1369,1,0,0,15,3,0,327,2,0,0
14676,26,9,1,1,0,3479,1,0,0,17,10,1,185,3,0,0
14677,28,10,0,1,0,957,1,0,2,11,4,3,0,0,3,0
14678,34,0,1,1,0,1638,0,0,0,23,3,2,0,0,3,0
14679,26,10,2,1,0,4515,0,0,0,27,0,0,0,0,3,0
14680,37,4,1,2,0,545,0,0,0,29,6,1,0,0,3,1
14681,9,2,2,2,0,3052,1,0,0,4,4,0,0,0,3,0
14682,13,9,1,1,0,916,0,0,0,24,7,5,0,0,3,0
14683,26,9,0,1,0,1232,1,0,0,20,6,2,0,0,3,0
14684,26,1,1,1,0,1416,1,0,0,13,4,1,301,2,0,0
14685,31,4,2,2,0,969,0,0,2,5,5,2,0,0,3,0
14686,41,5,1,1,0,916,0,0,2,4,5,0,0,0,3,1
14687,24,0,2,1,0,2059,1,1,1,16,10,0,0,0,3,0
14688,20,9,2,1,0,1061,1,0,2,26,4,1,0,0,3,0
14689,14,7,1,1,0,1309,0,0,0,5,3,1,263,2,0,0
14690,30,1,1,1,0,1474,1,0,1,4,1,7,0,0,3,0
14691,27,1,1,0,0,1592,1,0,2,29,4,3,0,0,3,0
14692,13,0,1,1,0,1601,1,0,0,14,4,0,326,3,0,1
14693,17,2,1,1,0,5857,1,0,0,18,10,0,0,0,3,0
14694,14,7,1,1,0,1171,1,1,2,20,4,1,0,0,3,0
14695,14,9,1,1,0,916,1,0,2,5,4,1,0,0,3,0
14696,12,9,1,1,0,920,1,0,0,7,4,4,0,0,3,0
14697,29,1,1,0,0,1001,0,0,0,24,7,3,0,0,3,0
14698,14,0,2,1,0,961,1,1,0,13,4,2,341,7,1,0
14699,20,1,1,1,0,1446,1,0,0,19,3,2,0,0,3,0
14700,14,1,1,1,0,2983,1,0,0,18,10,0,5,1,2,0
14701,13,1,2,1,0,1417,1,0,0,8,3,0,0,0,3,0
14702,11,4,2,2,0,1023,1,0,0,20,6,0,0,0,3,0
14703,29,11,1,3,0,1217,0,0,0,4,7,0,0,0,3,0
14704,16,1,1,1,0,3317,1,0,0,13,4,1,0,0,3,0
14705,16,1,1,1,0,1268,1,0,2,11,5,2,0,0,3,0
14706,17,4,1,2,0,1352,0,1,0,27,0,0,181,4,0,0
14707,14,4,1,1,0,6856,1,0,0,16,6,0,0,0,3,0
14708,41,5,1,1,0,1179,0,0,0,5,7,1,0,0,3,0
14709,12,7,1,1,0,1208,1,1,0,14,3,3,0,0,3,0
14710,39,0,1,1,0,1085,0,0,0,13,7,0,103,2,0,0
14711,40,1,1,1,0,916,0,0,2,4,5,1,0,0,3,0
14712,29,4,1,1,0,1750,0,0,2,9,4,0,0,0,3,0
